"";"cname";"cedition";"cproddat";"cseqno";"name";"essround";"edition";"idno";"dweight";"pspwght";"pweight";"anweight";"trstprl";"trstlgl";"trstplc";"trstplt";"trstprt";"trstep";"trstun";"lrscale";"stflife";"stfeco";"stfgov";"stfdem";"imsmetn";"imdfetn";"impcntr";"imbgeco";"imueclt";"imwbcnt";"happy";"rlgdgr";"gndr";"agea";"mean_imEnrich";"mean_imAllow";"mean_trst";"mean_stf";"sd_stf";"lrscale_scaled";"lrscale_dummy"
"58";"ESS1-9e01";"1.0";"10.12.2020";101460;"ESS9e03";9;"3";1504;0,999466248037677;0,483402848243713;3,037344869;1,46826116077303;8;7;7;4;5;6;7;4;9;7;3;6;3;2;2;7;5;5;8;3;1;57;5,66666666666667;2,33333333333333;6,28571428571429;6,25;2,5;-0,203522614884361;0
"59";"ESS1-9e01";"1.0";"10.12.2020";101461;"ESS9e03";9;"3";1543;0,999466248037676;0,90782231092453;3,037344869;2,75736943805034;8;10;9;7;7;8;9;3;10;10;4;9;4;3;3;9;9;8;10;4;1;50;8,66666666666667;3,33333333333333;8,28571428571429;8,25;2,87228132326901;-0,728225730338798;0
"60";"ESS1-9e01";"1.0";"10.12.2020";101462;"ESS9e03";9;"3";1546;0,999466248037677;1,07941055297852;3,037344869;3,27854210463375;3;3;6;2;2;3;4;3;6;5;0;2;1;1;1;4;3;4;5;2;1;58;3,66666666666667;1;3,28571428571429;3,25;2,75378527364305;-0,728225730338798;0
"61";"ESS1-9e01";"1.0";"10.12.2020";101463;"ESS9e03";9;"3";1559;0,999466248037676;0,77601683139801;3,037344869;2,35703074110438;8;7;8;5;5;5;7;2;9;8;4;8;3;3;3;7;7;5;9;1;1;49;6,33333333333333;3;6,42857142857143;7,25;2,21735578260835;-1,25292884579323;0
"62";"ESS1-9e01";"1.0";"10.12.2020";101464;"ESS9e03";9;"3";1633;0,999466248037676;1,23472249507904;3,037344869;3,7502780350672;0;10;10;2;2;8;8;3;9;8;0;8;3;3;2;7;5;5;9;7;1;40;5,66666666666667;2,66666666666667;5,71428571428571;6,25;4,19324854180304;-0,728225730338798;0
"63";"ESS1-9e01";"1.0";"10.12.2020";101465;"ESS9e03";9;"3";1657;0,999466248037677;0,822727560997009;3,037344869;2,49890733597915;9;8;9;7;6;6;5;5;9;8;8;8;3;2;3;7;7;5;9;3;2;65;6,33333333333333;2,66666666666667;7,14285714285714;8,25;0,5;0,321180500570075;0
"64";"ESS1-9e01";"1.0";"10.12.2020";101466;"ESS9e03";9;"3";1680;0,999466248037676;1,08495211601257;3,037344869;3,29537374268148;8;9;10;4;4;6;6;0;8;9;6;8;3;2;2;6;10;4;8;1;1;29;6,66666666666667;2,33333333333333;6,71428571428571;7,75;1,25830573921179;-2,30233507670211;1
"65";"ESS1-9e01";"1.0";"10.12.2020";101467;"ESS9e03";9;"3";1714;0,999466248037676;1,08955526351929;3,037344869;3,30935508914225;5;8;8;2;3;6;0;4;10;9;3;7;4;4;3;9;9;9;8;6;1;20;9;3,66666666666667;4,57142857142857;7,25;3,09569593683445;-0,203522614884361;0
"66";"ESS1-9e01";"1.0";"10.12.2020";101468;"ESS9e03";9;"3";1728;0,999466248037676;1,08247077465057;3,037344869;3,28783705322738;2;3;6;1;1;5;4;4;9;9;1;3;4;3;2;5;6;6;9;8;1;67;5,66666666666667;3;3,14285714285714;5,5;4,12310562561766;-0,203522614884361;0
"67";"ESS1-9e01";"1.0";"10.12.2020";101469;"ESS9e03";9;"3";1756;0,999466248037676;0,759694933891296;3,037344869;2,30745550946002;6;7;8;5;5;5;7;5;8;8;5;5;3;3;3;6;7;5;8;9;2;61;6;3;6,14285714285714;6,5;1,73205080756888;0,321180500570075;0
"68";"ESS1-9e01";"1.0";"10.12.2020";101470;"ESS9e03";9;"3";1805;0,999466248037676;1,10232019424438;3,037344869;3,34812658598327;4;6;9;3;3;3;4;3;8;6;6;6;2;2;3;5;7;4;8;4;2;69;5,33333333333333;2,33333333333333;4,57142857142857;6,5;1;-0,728225730338798;0
"69";"ESS1-9e01";"1.0";"10.12.2020";101471;"ESS9e03";9;"3";1833;0,999466248037676;1,06198382377625;3,037344869;3,22561111810778;8;9;9;5;5;6;6;4;8;5;6;8;3;2;3;4;7;4;7;8;2;18;5;2,66666666666667;6,85714285714286;6,75;1,5;-0,203522614884361;0
"70";"ESS1-9e01";"1.0";"10.12.2020";101472;"ESS9e03";9;"3";1836;0,999466248037677;0,899271130561829;3,037344869;2,7313965542518;6;7;3;3;4;5;7;3;8;6;4;7;4;4;4;7;9;8;8;0;2;22;8;4;5;6,25;1,70782512765993;-0,728225730338798;0
"71";"ESS1-9e01";"1.0";"10.12.2020";101473;"ESS9e03";9;"3";1929;0,999466248037676;1,11907911300659;3,037344869;3,39902920189564;8;7;10;10;8;9;4;5;10;8;8;9;3;3;3;8;10;7;8;4;1;54;8,33333333333333;3;8;8,75;0,957427107756338;0,321180500570075;0
"72";"ESS1-9e01";"1.0";"10.12.2020";101474;"ESS9e03";9;"3";2012;0,999466248037676;0,483402848243713;3,037344869;1,46826116077303;8;9;8;8;8;8;8;2;10;8;5;8;4;4;4;10;9;10;10;2;1;90;9,66666666666667;4;8,14285714285714;7,75;2,06155281280883;-1,25292884579323;0
"73";"ESS1-9e01";"1.0";"10.12.2020";101475;"ESS9e03";9;"3";2043;0,999466248037676;0,963457882404327;3,037344869;2,92635385561839;4;4;6;5;5;3;2;3;9;10;5;5;3;3;3;5;5;8;8;0;1;88;6;3;4,14285714285714;7,25;2,62995563967658;-0,728225730338798;0
"74";"ESS1-9e01";"1.0";"10.12.2020";101476;"ESS9e03";9;"3";2046;0,999466248037676;1,07789790630341;3,037344869;3,27394767501649;0;2;4;0;5;2;5;3;7;8;3;8;3;2;3;9;2;5;10;2;1;68;5,33333333333333;2,66666666666667;2,57142857142857;6,5;2,38047614284762;-0,728225730338798;0
"75";"ESS1-9e01";"1.0";"10.12.2020";101477;"ESS9e03";9;"3";2097;0,999466248037677;0,978313565254211;3,037344869;2,97147568769798;6;9;9;5;5;3;5;5;2;5;3;3;3;3;3;6;5;5;6;3;1;56;5,33333333333333;3;6;3,25;1,25830573921179;0,321180500570075;0
"76";"ESS1-9e01";"1.0";"10.12.2020";101478;"ESS9e03";9;"3";2105;0,999466248037677;0,589891493320465;3,037344869;1,79170390050366;4;7;7;5;3;2;3;2;5;5;6;6;3;3;3;7;7;5;6;0;2;65;6,33333333333333;3;4,42857142857143;5,5;0,577350269189626;-1,25292884579323;0
"77";"ESS1-9e01";"1.0";"10.12.2020";101479;"ESS9e03";9;"3";2129;0,999466248037676;1,27500903606415;3,037344869;3,87264215361808;3;5;6;3;3;3;5;4;8;6;7;6;4;4;4;6;9;8;9;5;2;22;7,66666666666667;4;4;6,75;0,957427107756338;-0,203522614884361;0
"78";"ESS1-9e01";"1.0";"10.12.2020";101480;"ESS9e03";9;"3";2154;0,999466248037676;0,68913733959198;3,037344869;2,09314776244601;4;6;5;3;3;6;7;3;3;8;8;10;4;4;3;7;8;8;6;6;2;57;7,66666666666667;3,66666666666667;4,85714285714286;7,25;2,98607881119482;-0,728225730338798;0
"79";"ESS1-9e01";"1.0";"10.12.2020";101481;"ESS9e03";9;"3";2204;0,999466248037676;1,08647477626801;3,037344869;3,29999858699555;5;7;6;4;4;5;NA;6;4;4;4;6;3;3;3;5;4;4;5;0;1;21;4,33333333333333;3;5,16666666666667;4,5;1;0,845883616024512;0
"80";"ESS1-9e01";"1.0";"10.12.2020";101482;"ESS9e03";9;"3";2261;0,999466248037676;0,603032052516937;3,037344869;1,83161631055486;3;4;5;4;3;3;5;5;5;6;4;5;3;2;2;4;4;5;7;5;2;64;4,33333333333333;2,33333333333333;3,85714285714286;5;0,816496580927726;0,321180500570075;0
"81";"ESS1-9e01";"1.0";"10.12.2020";101483;"ESS9e03";9;"3";2323;0,999466248037676;1,25425338745117;3,037344869;3,80960009080069;3;3;5;3;4;4;6;NA;9;5;4;9;3;3;3;5;4;5;8;0;1;23;4,66666666666667;3;4;6,75;2,62995563967658;NA;NA
"82";"ESS1-9e01";"1.0";"10.12.2020";101484;"ESS9e03";9;"3";2328;0,999466248037677;1,07941055297852;3,037344869;3,27854210463375;7;8;6;5;4;4;4;5;10;7;6;8;3;3;3;6;8;8;10;2;1;82;7,33333333333333;3;5,42857142857143;7,75;1,70782512765993;0,321180500570075;0
"83";"ESS1-9e01";"1.0";"10.12.2020";101485;"ESS9e03";9;"3";2339;0,999466248037676;0,703335583209991;3,037344869;2,13627272484799;5;7;7;5;5;5;7;6;9;8;5;7;4;2;2;8;8;6;8;5;1;44;7,33333333333333;2,66666666666667;5,85714285714286;7,25;1,70782512765993;0,845883616024512;0
"84";"ESS1-9e01";"1.0";"10.12.2020";101486;"ESS9e03";9;"3";2390;0,999466248037676;1,27500903606415;3,037344869;3,87264215361808;5;6;7;4;4;5;5;1;1;6;NA;9;3;3;3;5;6;5;10;6;2;20;5,33333333333333;3;5,14285714285714;5,33333333333333;4,04145188432738;-1,77763196124767;1
"85";"ESS1-9e01";"1.0";"10.12.2020";101487;"ESS9e03";9;"3";2402;0,999466248037676;0,533356726169586;3,037344869;1,61998831557783;5;5;6;4;4;5;5;5;8;6;3;5;4;4;4;7;7;7;8;7;1;67;7;4;4,85714285714286;5,5;2,08166599946613;0,321180500570075;0
